title,title_en,website,phone,address,address_en,email,coords
"Σχολή Μωραΐτη","Scholi Moraiti","http://www.moraitis.edu.gr/","+302106795000","Αλ. Παπαναστασίου, Ψυχικό 154 52",\N,\N,"38.0119178,23.7738208"
"Σχολή Ι.Μ.Παναγιωτόπουλου","I.M.Panagiotopoulos School","http://impanagiotopoulos.gr/","+302106666117","Μιλήση 3, Παλλήνη 153 51",\N,\N,"37.9998272,23.863765"
"Η Αρχαία οδός της Λιθαγωγίας (α ́ανασκαφή)","I Archaía odos tis Lithagogías (a ́anaskafí)","https://www.google.com/maps/d/u/0/viewer?mid=1bZLFrkY2949fbavRJBubW4QfkmB_0fmR&amp%3Bll=38.031739999999985%2C23.81926109999995&amp%3Bz=15&ll=38.02070245283781%2C23.80773833007201&z=15",\N,\N,\N,\N,"38.0317076,23.8193588"
"Αρχαίο νεκροταφείο Χαλανδρίου","Archaio nekrotafeio Chalandriou","https://www.google.com/maps/d/u/0/viewer?mid=1bZLFrkY2949fbavRJBubW4QfkmB_0fmR&amp%3Bll=38.031739999999985%2C23.81926109999995&amp%3Bz=15&ll=38.02070245283781%2C23.80773833007201&z=15",\N,\N,\N,\N,"38.0233929,23.8120816"
"Αρχαίο Αδριάνειο Υδραγωγείο","Hadrian Aqueduct",\N,\N,"Λεωφ. Καποδιστρίου 51, Νέα Ιωνία 142 33",\N,\N,"38.0335964,23.7710941"
"Καρέλλειο Πρότυπο Κέντρο Αλτσχάϊμερ","Karelleio Protypo Kentro Altschaimer","http://mkoapostoli.com/η-δράση-μας/κοινωνικές-δομές/καρέλλειο-πρότυπο-κέντρο-alzheimer/","+302130227965","Αφροδίτης 1, Χαλάνδρι 152 33",\N,"alzheimer@mkoapostoli.gr","38.0237738,23.8003989"
"θέατρο Ρεματιας, Χαλάνδρι","Theater of Rematias, Chalandri","http://theatrorematias.gr/","+302106855898","Ναρκίσσων 2-8, Χαλάνδρι 152 33",\N,\N,"38.0274831,23.8070074"
"Ριζάρειος Σχολή","Rizareios Scholí","https://www.rizarios.gr/","+302106851866","85,, Μίκρας Ασίας 83, Χαλάνδρι 152 33",\N,\N,"38.0306478,23.7971824"
"Ιστορικό Αρχείο - Μουσείο Ύδρας","Istoriko Archeio - Mouseio Ydras","http://www.iamy.gr/","+302298052355","Μιαούλη 454, Ύδρα 180 40",\N,\N,"37.3517701,23.4648416"
"Ιερός Καθεδρικός Ναός Κοιμήσεως Θεοτόκου (Εκκλησιαστικό και Βυζαντινό Μουσείο Ύδρας)","Ekklisia Kimisi Theotokou","http://ydra.gov.gr/mekklisiastiko.html","22980 54071","Ύδρα 180 40",\N,\N,"37.3494363,23.4653411"
"Ιστορική Οικία Λαζάρου Κουντουριώτη (Εθνικό Ιστορικό Αρχείο)","Lazaros Koundouriotis Historical Mansion (National Historical Museum)","https://www.nhmuseum.gr/en/exhibitions/lazaros-koundouriotis-historical-mansion/item/17206-lazaros-koundouriotis-historical-mansion","+302298052421","Ύδρα 180 40",\N,\N,"37.3484945669789, 23.46437794681127"
"Μουσείο Μεταβυζαντινής Τέχνης & Ιστορίας \"Γεώργιος Κουντουριώτης\" (Αρχοντικό Παύλου Κουντουριώτη)","Pavlos Kountouriotis Mansion","http://ydra.gov.gr/mgeorgios.html","22980 52245","Ύδρα 180 40",\N,\N,"37.35126087414468, 23.463552328499414"
"Ιερά Μονή Αγίας Φωτεινής και Ελισάβετ","Iera Moní Agías Foteinís kai Elisavet","http://ydra.gov.gr/mAgiaFoteini.html","22980 52209","Ύδρα 180 40",\N,\N,"37.345936,23.4703576"
"Μόνη Αγίας Τριάδας","Moni Agias Triadas","http://ydra.gov.gr/mAgiasTriadas.html","22980 52553","Ύδρα 180 40",\N,\N,"37.3528178,23.4697383"
"Ιερά Μονή Αγίας Ματρώνας","Agia Matrona monastery","http://ydra.gov.gr/mAgiasMatronas.html","22980 52552","Νησί Υδρα, Ύδρα 180 40",\N,\N,"37.3465318,23.4752483"
"Ιερά Μονή Προφήτη Ηλία","Prophet Elias Monastery","http://ydra.gov.gr/mprofitisIlias.html","+302298052540","Ύδρα 180 40",\N,\N,"37.3345848,23.4608866"
"Μόνη Αγίας Ευπραξίας","Moni Agias Efpraxias","http://ydra.gov.gr/mAgiaEypraksia.html","22980 52484","Ιερά Μονή Αγίας Ευπραξίας Ύδρας, 18040",\N,\N,"37.3355114,23.4586319"
"Μονή Αγίου Νικολάου","Moni Agiou Nikolaou","http://ydra.gov.gr/mAgiouNikolaou.html","22980 52551","Επαρ.Οδ. Μανδρακίου-Μωλόυ, Μόνη Αγίου Νικολάου 180 40",\N,\N,"37.345757,23.4942154"
"Μόνη Γεννήσεως Θεοτόκου Ζούρβα","Moni Genniseos Theotokou Zourva","http://ydra.gov.gr/mTheotokosZoubras.html","22980 52715","Ιερά Μονή Γενέσιου της Θεοτόκου Ζούβρας Ύδρας, 18040",\N,\N,"37.3605333,23.5397868"
"Εκκλησία Αγίας Βαρβάρας","Ekklisia Agias Varvaras","http://ydra.gov.gr/ekklisies-agiavarvara.html","22980 52106","Ύδρα 180 40",\N,\N,"37.3496455,23.467494"
"Ιερός Ναός Αγίου Κωνσταντίνου (του Υδραίου)","Ieros Naos Agiou Konstantinou (tou Ydraiou)","http://ydra.gov.gr/ekklisies-agioskonstantinos.html","22980 53211","Μιαούλη 454, Ύδρα 180 40",\N,\N,"37.3450905,23.4647437"
"Παραλία Σπηλιά","Spilia Beach Bar - Hydra","http://www.hydradirect.com/hydra-holidays/out-about/spilia-beach/","+302298052240","Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.3538408,23.4549227"
"Παραλία Υδρονέτα","HYDRONETTA Cocktail - Bar","http://www.hydronetta.gr/","+302298054160","Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.3517442,23.460204"
"Παραλία Αυλάκι","Avlaki Beach",\N,\N,"Ύδρα 180 40",\N,\N,"37.6116074,23.4701604"
"Παραλία Καμίνια","Kaminia Beach",\N,\N,"Ύδρα 180 40",\N,\N,"37.346579,23.4464332"
"Παραλία Βλυχός","Vlichos Beach",\N,\N,\N,\N,\N,"37.3419267,23.4425747"
"Παραλία Πλάκες","Plakes Beach",\N,\N,\N,\N,\N,"37.3322168,23.4010719"
"Παραλία Παλαμίδας","Palamidas Beach",\N,\N,"Παλαμίδας 180 40",\N,\N,"37.3296983,23.4289286"
"Άγιος Κυπριανός","Saint Cypriot",\N,\N,"Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.3279837,23.4192682"
"Παραλία Μώλος","Molos Beach",\N,\N,"Μώλος 180 40",\N,\N,"37.32485261624389, 23.413859012482515"
"Παραλία Μπίστι","Bisti Beach",\N,\N,"Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.30688855597323, 23.377817583728007"
"Εκκλησία Άγιος Γεώργιος","Ekklisia Agios Georgios",\N,\N,"Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.3042266,23.3594388"
"Άγιος Νικόλαος","Agios Nikolaos",\N,\N,"Ύδρα 180 40",\N,\N,"37.2949556,23.3862786"
"Νήσιζα","Nisiza",\N,\N,\N,\N,\N,"37.3094991,23.4308023"
"Παραλία Κλιμάκι","Klimaki Beach",\N,\N,"Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.3198464,23.4911509"
"Παραλία Λιμνιώνιζα","Limnioniza Beach",\N,\N,"Επαρ.Οδ. Μανδρακίου-Μωλόυ, Ύδρα 180 40",\N,\N,"37.3412911,23.4948031"
"Μανδρακι","Mandraki",\N,"+302298052110","Σαχτούρη 75, Ύδρα 180 40",\N,\N,"37.3537123,23.4796293"
"Καουμίθι","Kaoumíthi",\N,\N,"Ύδρα 180 40",\N,\N,"37.3158358,23.39392"
"Πηγαδάκια","Pigadakia",\N,\N,"Ύδρα, 180 40",\N,\N,"37.3137072,23.3801874"
"Θολωτοί Τάφοι Μαγούλας","Tholotoí Tafoi Magoúlas","https://troizinia.info/%CE%B8%CE%BF%CE%BB%CF%89%CF%84%CE%BF%CE%AF-%CF%84%CE%AC%CF%86%CE%BF%CE%B9-%CE%BC%CE%B1%CE%B3%CE%BF%CF%8D%CE%BB%CE%B1%CF%82/",\N,"Αγ. Σωτήρα 180 20",\N,\N,"37.5021303,23.4222174"
"Ναός Ιππολύτου","Naos Ippolytou","https://troizinia.info/%CE%B9%CE%B5%CF%81%CF%8C-%CF%84%CE%BF%CF%85-%CE%B9%CF%80%CF%80%CE%BF%CE%BB%CF%8D%CF%84%CE%BF%CF%85/",\N,"Τροιζήνα 180 20",\N,\N,"37.504227,23.3479736"
"Κάστρο Κοκκινιάς","Kastro Kokkinias","https://troizinia.info/%cf%84%ce%bf-%ce%ba%ce%ac%cf%83%cf%84%cf%81%ce%bf-%ce%ba%ce%bf%ce%ba%ce%ba%ce%b9%ce%bd%ce%b9%ce%ac%cf%82/",\N,"Τροιζήνα 180 20",\N,\N,"37.5053365,23.3149441"
"Ακρόπολη Αρχαίας Τροιζήνας","Akropoli Archaías Troizínas","https://troizinia.info/%ce%b1%ce%ba%cf%81%cf%8c%cf%80%ce%bf%ce%bb%ce%b7-%ce%b1%cf%81%cf%87%ce%b1%ce%af%ce%b1%cf%82-%cf%84%cf%81%ce%bf%ce%b9%ce%b6%ce%ae%ce%bd%ce%b1%cf%82/",\N,"Τροιζήνα 180 20",\N,\N,"37.4965193,23.3501843"
"Το Νησάκι Μπούρτζι","To Nisaki Mpourtzi","https://troizinia.info/%CF%84%CE%BF-%CE%BC%CF%80%CE%BF%CF%8D%CF%81%CF%84%CE%B6%CE%B9/",\N,"Κάστρο, Πόρος 180 20",\N,\N,"37.4904002,23.472846"
"Λεμονόδασος","Lemonodasos","https://troizinia.info/%ce%bb%ce%b5%ce%bc%ce%bf%ce%bd%ce%bf%ce%b4%ce%ac%cf%83%ce%bf%cf%82/",\N,"Τροιζηνία 120 80",\N,\N,"37.4768544,23.4681528"
"Υδροβιότοπος Ψήφτας","Ydroviotopos Psiftas","https://troizinia.info/%ce%bf-%cf%85%ce%b4%cf%81%ce%bf%ce%b2%ce%b9%cf%8c%cf%84%ce%bf%cf%80%ce%bf%cf%82-%cf%84%ce%b7%cf%82-%cf%88%ce%b7%cf%86%cf%84%ce%b1%cf%82/",\N,"Τροιζήνα 180 20",\N,\N,"37.5296902,23.3322382"
"Σπέτσες","Spetses","http://www.spetses.com.gr/",\N,"Σπέτσες 180 50",\N,\N,"37.2586789,23.1310747"
"Μουσείο Σπετσών","Museum of Spetses","http://odysseus.culture.gr/h/1/gh151.jsp?obj_id=3378","+302298072994","Ντάπια,, 180 50",\N,\N,"37.2643066,23.1536919"
"Ιερός Ναός Αγίας Άννας","Ieros Naos Agias Annas","https://spetses.gov.gr/2020/06/11/%CE%B9%CE%B5%CF%81%CF%8C%CF%82-%CE%BD%CE%B1%CF%8C%CF%82-%CE%B1%CE%B3%CE%AF%CE%B1%CF%82-%CE%AC%CE%BD%CE%BD%CE%B1%CF%82/",\N,"Σπέτσες, 180 50, Ελλάδα","Spetses, 180 50, Greece",\N,"37.2684831,23.1445688"
"Αναργύρειος & Κοργιαλένειος Σχολή Σπετσών - ΑΚΣΣ","Anargyreos & Korgialeneios School of Spetses - AKSS","http://www.akss.gr/","+302103613751","Σπέτσες 180 50",\N,\N,"37.2739587,23.1413963"
"Αρχοντικό Σωτηρίου Αναργύρου","Archontiko Sotiríou Anargýrou","https://athensattica.com/el/ti-na-deite/architektoniki/archontiko-sotiriou-anargyrou-ntapia/",\N,\N,\N,\N,"37.2679561,23.1532995"
"Θέατρο Αναργυρείου Σχολής","Anargyrios College Open Air Amphitheatre","http://akss.gr/main/en/theamphitheatre/",\N,\N,\N,\N,"37.2710416,23.1389699"
"Ξενοδοχείο Ποσειδώνιο","Poseidonion Grand Hotel Spetses","https://www.poseidonion.com/en/","+302298074553","Ντάπια, Σπέτσες 180 50",\N,\N,"37.2685242,23.1527381"
"Φάρος Σπετσών","Faros Spetson",\N,\N,"Σπέτσες 180 50",\N,\N,"37.2633176,23.1651118"
"Εκκλησία Άγιος Μάμας","Agios Mamas","https://spetses.gov.gr/2020/06/11/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%ce%b1%ce%b3%ce%af%ce%bf%cf%85-%ce%bc%ce%ac%ce%bc%ce%b1/",\N,"Σπέτσες 180 50",\N,\N,"37.2633379,23.1581275"
"Εκκλησία Άγιος Νικόλαος","Agios Nikolaos","https://spetses.gov.gr/2020/06/11/%ce%bc%ce%bf%ce%bd%ce%ae-%ce%b1%ce%b3%ce%af%ce%bf%cf%85-%ce%bd%ce%b9%ce%ba%ce%bf%ce%bb%ce%ac%ce%bf%cf%85/",\N,"Σπέτσες 180 50",\N,\N,"37.263346,23.1619895"
"Παραλία Γαρυφαλος","Garifalos Beach",\N,\N,"Σπέτσες",\N,\N,"37.2512472,23.1463194"
"Αγία Μαρίνα","Agia Marina",\N,\N,"Σπέτσες 180 50",\N,\N,"37.2531555,23.1628074"
"Παραλία Κουζινού","Koyzinos Beach",\N,\N,"Σπέτσες 180 50",\N,\N,"37.2408946,23.1310952"
"Παραλία Ξυλοκέριζα","Xilokeriza Beach",\N,\N,"Σπέτσες 180 50",\N,\N,"37.239666,23.1226917"
"Παραλία Ελένης","Elenis' Beach",\N,\N,"Σπέτσες",\N,\N,"37.2463456,23.1151954"
"Παραλία Άγιοι Ανάργυροι","Paralia Agii Anargiri",\N,\N,"Άγιοι Ανάργυροι Σπέτσες180 50",\N,\N,"37.2545122,23.1149048"
"Εκκλησία Άγιοι Ανάργυροι","Agii Anargiri Church","https://spetses.gov.gr/2020/06/12/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%ce%b1%ce%b3%ce%af%cf%89%ce%bd-%ce%b1%ce%bd%ce%b1%cf%81%ce%b3%cf%8d%cf%81%cf%89%ce%bd-%cf%80%ce%b1%cf%81%ce%b1%ce%bb%ce%af%ce%b1-%ce%b1%ce%b3/",\N,"Σπέτσες 180 50",\N,\N,"37.2545122,23.1149048"
"Αγία Παρασκευή","Agía Paraskeví","https://spetses.gov.gr/2020/06/11/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%ce%b1%ce%b3%ce%af%ce%b1%cf%82-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ae%cf%82/",\N,"Unnamed Road,, Σπέτσες 180 50",\N,\N,"37.2607328,23.1017641"
"Τσάκωνα","Tsakona Beach",\N,\N,\N,\N,\N,"37.2669971,23.1045695"
"Παραλία Ζωγερια","Zogeria Beach",\N,\N,"Σπέτσες 180 50",\N,\N,"37.2747201,23.1042272"
"Παραλία Ζωγεριάς","Zogerias Beach",\N,\N,\N,\N,\N,"37.2747201,23.1042272"
"Εκκλησία Άγιος Γεώργιος","Agios Georgios Church","https://spetses.gov.gr/2020/06/11/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%ce%b1%ce%b3%ce%af%ce%bf%cf%85-%ce%b3%ce%b5%cf%89%cf%81%ce%b3%ce%af%ce%bf%cf%85-%ce%b6%cf%89%ce%b3%ce%b5%cf%81%ce%b9%ce%ac/",\N,"Σπέτσες 180 50",\N,\N,"37.2747201,23.1042272"
"Παραλία Βρέλλος","Vrelos Beach",\N,"+306974777059","Σπέτσες 180 50",\N,\N,"37.2797149,23.1224735"
"Παραλία Παράδεισος","Paradise Beach",\N,"+302298072175","Αγία Μαρίνα 180 50",\N,\N,"37.2526049,23.1608668"
"Παραλία Λιγονέρι","Ligoneri Beach",\N,\N,"Unnamed Road, Σπέτσες 180 50",\N,\N,"37.2731578,23.1331274"
"Πριν της Σκολές","Prin tis Skolés",\N,\N,"Λιγονέρι",\N,\N,"37.2754906,23.1372516"
"Παραλία Παλιό Ξενία","Paralia Palio Xenía",\N,\N,"Λιγονέρι, Σπέτσες 180 50",\N,\N,"37.2752472,23.1378747"
"Παραλία Καΐκι (Καΐκι Beach Club)","Kaiki Beach Club","https://www.facebook.com/KaikiBeach","+306947939987","Σπέτσες 180 50",\N,\N,"37.2746469,23.1412699"
"Παραλία Ποσειδωνίου","Posidonio Beach",\N,\N,"Σπέτσες 180 50",\N,\N,"37.2690681,23.1536465"
"Ιεροί Ναοί και Μοναστήρια Σπετσών","Ieroi Naoi kai Monastiria Spetson","https://spetses.gov.gr/%CE%B9%CE%B5%CF%81%CE%BF%CE%AF-%CE%BD%CE%B1%CE%BF%CE%AF-%CE%BA%CE%B1%CE%B9-%CE%BC%CE%BF%CE%BD%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%B1/",\N,\N,\N,\N,"38.2895148, 23.5112961"
"Εκκλησία Παναγία Αρμάτα","Ekklisia Panagia Armata","https://spetses.gov.gr/2020/06/11/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%cf%80%ce%b1%ce%bd%ce%b1%ce%b3%ce%af%ce%b1%cf%82-%ce%b1%cf%81%ce%bc%ce%ac%cf%84%ce%b1%cf%82/",\N,"Σπέτσες 180 50",\N,\N,"37.2581215,23.1598034"
"Εκκλησία Προφήτης Ηλίας","Profitis Ilias Church","https://spetses.gov.gr/2020/06/12/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%cf%80%cf%81%ce%bf%cf%86%ce%ae%cf%84%ce%b7-%ce%b7%ce%bb%ce%af%ce%b1/",\N,"Σπέτσες 180 50",\N,\N,"37.2578573,23.1291939"
"Παναγία Μυρτιδιώτισσα (Κτήμα Χαρά)","Panagia Myrtidiotissa (Ktima Chara)","https://spetses.gov.gr/2020/06/12/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%cf%80%ce%b1%ce%bd%ce%b1%ce%b3%ce%af%ce%b1%cf%82-%ce%bc%cf%85%cf%81%cf%84%ce%b9%ce%b4%ce%b9%cf%8e%cf%84%ce%b9%cf%83%cf%83%ce%b1%cf%82/",\N,"Σπέτσες 180 50",\N,\N,"37.2284596,22.7078662"
"Μόνη Παναγίας Γοργοεπηκόου","Virgin Mary Church - Gorgoepikos - Spetses","https://spetses.gov.gr/2020/06/12/%ce%bc%ce%bf%ce%bd%ce%ae-%cf%80%ce%b1%ce%bd%ce%b1%ce%b3%ce%af%ce%b1%cf%82-%ce%b3%ce%bf%cf%81%ce%b3%ce%bf%ce%b5%cf%80%ce%b7%ce%ba%cf%8c%ce%bf%cf%85/",\N,"Σπέτσες 180 50",\N,\N,"37.251143,23.1518092"
"Μόνη Αγίων Πάντων","Moni Agion Panton","https://spetses.gov.gr/2020/06/12/%ce%bc%ce%bf%ce%bd%ce%ae-%ce%b1%ce%b3%ce%af%cf%89%ce%bd-%cf%80%ce%ac%ce%bd%cf%84%cf%89%ce%bd/","22980 72300","Μόνη Αγίων Πάντων 180 50",\N,\N,"37.2533942,23.1574491"
"Ναός Τριών Σπετσιωτών Νεομαρτύρων","Naos Trion Spetsioton Neomartyron","https://spetses.gov.gr/2020/06/12/%ce%b9%ce%b5%cf%81%cf%8c%cf%82-%ce%bd%ce%b1%cf%8c%cf%82-%cf%84%cf%81%ce%b9%cf%8e%ce%bd-%cf%83%cf%80%ce%b5%cf%84%cf%83%ce%b9%cf%89%cf%84%cf%8e%ce%bd-%ce%bc%ce%b1%cf%81%cf%84%cf%8d%cf%81%cf%89%ce%bd/",\N,"Σπέτσες 180 50",\N,\N,"37.2629971,23.1574912"
"Ευριπίδειο Θέατρο","Evripideio Theatro",\N,\N,"Ελλάδα, Σαλαμίνα",\N,\N,"37.971675,23.488647"
"Εκκλησία Παναγία Ελευθερωτρια","Ekklisia Panagia Eleftherotria",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9705597,23.4874365"
"Εκκλησία Άγιος Δημήτριος Σαλαμίνας (Τάφος Καραϊσκάκη)","Ekklisia Agios Dimitrios",\N,"+302104653972","Agiou Nikolaou, Salamina 189 00",\N,\N,"37.9658227,23.4908757"
"Εκκλησία Άγιος Μήνας (Μητρόπολη)","Ekklisia Agios Minas",\N,"+302104651268","Αγίου Μήνα 26, Σαλαμίνα 189 00",\N,\N,"37.9643524,23.491736"
"Άγιος Νικόλαος Λεμονιών","Agios Nikolaos Lemonion",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9738887,23.4722853"
"Άγιος Ιωάννης Καλυβίτης","Agios Ioannis Kalyvítis",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9629297,23.4730582"
"Ανεμόμυλοι","Anemomiloi",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9650041,23.4825282"
"Σπήλαιο Ευριπίδη Περιστέρια Σαλαμίνας","Cave Euripides Pigeons Salamis","http://www.salamina.gr/Default.aspx?tabid=242&language=el-GR",\N,"Περιστέρια 189 03",\N,\N,"37.9057677,23.4431523"
"Λαογραφικό Μουσείο","Laografiko Mousio",\N,\N,"Λεωφ. Κωνσταντίνου Καραμανλή 1, Σαλαμίνα 189 00",\N,\N,"37.9637144,23.4993234"
"Δημοτική Βιβλιοθήκη (Δημαρχείο Σαλαμίνας)","Public Library (City hall of Salamis)","http://salamina.gr/","2132027316","Λεωφ. Κωνσταντίνου Καραμανλή, Σαλαμίνα 189 00",\N,\N,"37.9656485,23.4924599"
"Αρχαία κλασσική Σαλαμίνα","Ancient classical Salamina",\N,\N,\N,\N,\N,"37.9534172,23.539815"
"Παραλία Άγιος Γεώργιος","Paralia Agios Georgios",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9721678,23.4425295"
"Παραλία Αιάντειο","beach Aeantio",\N,\N,"Αιάντειο 189 03",\N,\N,"37.9237734,23.4650191"
"Παραλία Βασιλικα","Paralia Vasilika",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9845522,23.469198"
"Παραλία Ηλιακτής Σαλαμίνας","Iliakti Salamis Beach",\N,\N,"Δημοκρατίας, Σαλαμίνα 189 00",\N,\N,"37.9578517,23.4312268"
"Κακή Βίγλα","Kaki Vigla",\N,\N,"Σαλαμίνα 189 03",\N,\N,"37.9138431,23.5073135"
"Παραλία Κανάκια","Kanakia beach",\N,\N,"Σαλαμίνα 189 03",\N,\N,"37.893257,23.3957163"
"ΠΑΡΑΛΙΑ ΚΥΡΙΖΑΣ","PARALIA KYRIZAS",\N,\N,"Κυριζα 189 03",\N,\N,"37.9001966,23.4890801"
"Παραλία - Πατητήρι (Κολώνες)","Paralia - Patitiri (Kolones)",\N,"+302104691086","Κολώνες 189 03",\N,\N,"37.8773653,23.443529"
"Κολώνες","Kolones",\N,\N,"Σαρωνικός κόλπος",\N,\N,"37.8813312,23.438217"
"Παραλία Φάρος (Κολώνες)","Faros Strand",\N,\N,"Κολώνες 189 03",\N,\N,"37.8763863,23.4457776"
"παραλια Λυδικό","paralia Lydiko",\N,\N,"Σαρωνικός κόλπος",\N,\N,"37.9426301,23.5423595"
"ΠΑΡΑΛΙΑ ΜΑΡΟΥΔΙ","PARALIA MAROUDI",\N,\N,"Μαρούδι 189 03",\N,\N,"37.8900636,23.4785725"
"Παραλία Άγιος Νικόλαος (Μπατσί)","Paralia Agios Nikolaos (Mpatsí)",\N,\N,"Μπατσί 189 00",\N,\N,"37.9999115,23.5030813"
"Παραλία Μπλε Λιμανάκι","Paralia Mple Limanaki",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.9955023,23.4688324"
"Παραλία Ψιλή Άμμος","Paralia Psili Ammos",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.977605,23.4495749"
"Παραλία Περάνι","Paralia Perani",\N,\N,\N,\N,\N,"37.8992121,23.4765262"
"Περιστέρια","Peristeria",\N,\N,"Σαλαμίνα 189 00",\N,\N,"37.8791834,23.4589802"
"Παραλία Πυργιακόνι","Paralia Pyrgiakoni",\N,\N,"Σαλαμίνα, 189 03",\N,\N,"37.8932552,23.4110591"
"Παραλία Χανιώτης","Paralia Chaniotis",\N,\N,"Μεταμορφώσεως Σωτήρος, Περιστέρια 189 03",\N,\N,"37.8855547,23.4676728"
"Ιερά Μονή Ζωοδόχου Πηγής","Monastery of the life-giving Spring","http://www.poros.com.gr/monastir1/","22980 22926","Ιερά Μονή Ζωοδόχου Πηγής Καλαυρίας, \
Πόρος Τροιζηνίας ,18020",\N,\N,"37.5063859,23.4849022"
"Ιερό Ποσειδώνος","Sanctuary of Poseidon","http://www.poros.com.gr/poseidonas/",\N,"Πόρος 180 20",\N,\N,"37.5230914,23.4781654"
"Το μαγαζί του Γρίβα","To magazi tou Griva","http://www.poros.com.gr/grivas/",\N,"Πλατεία Αγίου Γεωργίου, Πόρος 180 20",\N,\N,"37.4994295,23.4538656"
"Βίλλα Γαλήνη","Villa Galini","http://www.poros.com.gr/galini/",\N,"Πόρος, 180 20",\N,\N,"37.507864,23.4497558"
"Εκκλησία Άγιος Γεώργιος","Ekklisia Agios Georgios","https://www.facebook.com/profile.php?id=100060051465446","+302298023241","25ης Μαρτίου 4, Πόρος 180 20",\N,\N,"37.4991527,23.4541847"
"Χατζοπούλειος Δημοτική Βιβλιοθήκη Πόρου","Chatzopouleios Dimotiki Vivliothiki Porou","https://www.facebook.com/Poros.Public.Library/","+302298025936","Πόρος 180 20",\N,\N,"37.4998135,23.4497162"
"Κέντρο Εκπαίδευσης «ΠΟΡΟΣ»","Kentro Ekpaidefsis «POROS»","http://www.hellenicnavy.gr/",\N,"Πόρος 180 20",\N,\N,"37.5050302,23.4536181"
"Ρώσικος Ναύσταθμος","Russian Dockyard","https://www.facebook.com/RussianBay/","+306976071712","Russian bay, Πόρος 180 20","Russian bay, Poros 180 20",\N,"37.5187132,23.4339532"
"Διαβολογέφυρο","Devil's Bridge","http://www.troizinia-methana.gr/gr-atroiziniasdiavolo.html",\N,"Τροιζήνα 180 20",\N,\N,"37.4762318,23.3021436"
"Παραλία Μεγάλο Νεώριο","Paralia Megalo Neorio","http://www.poros.com.gr/beaches/neorio/",\N,"Πόρος 180 20",\N,\N,"37.5116827,23.4344301"
"Παραλία Μικρό Νεώριο","Paralia Mikro Neorio","http://www.poros.com.gr/beaches/mneorio/",\N,"Πόρος 120 80",\N,\N,"37.5084858,23.4388599"
"Το λιμανάκι της Αγάπης","Love Bay","http://lovebay.gr/",\N,"Unnamed Road, Πόρος 180 20",\N,\N,"37.5149163,23.4299567"
"Παραλία Κανάλι","Kanali beach","http://www.poros.com.gr/beaches/kanali/",\N,"Κανάλι, Πόρος 180 20",\N,\N,"37.5065741,23.4506618"
"Παραλία Μοναστήρι","Monastiri Beach","http://www.poros.com.gr/beaches/monastiri/",\N,"Πόρος 180 20",\N,\N,"37.5050437,23.474668"
"Παραλία Πλάκα","Paralia Plaka","http://www.poros.com.gr/beaches/galatas-plaka/",\N,"Πόρος 180 20",\N,\N,"37.4882963,23.4676908"
"Παραλία Αλυκή Πόρος","Paralia Alyki Poros","http://www.poros.com.gr/beaches/aliki/",\N,"Αλυκή Πόρος, Αλυκή",\N,\N,"37.4842602,23.4735845"
"Παραλία Βαγιωνιά","Vagionia bay","http://www.poros.com.gr/vagioniabeach/",\N,"Πόρος 180 20",\N,\N,"37.5310167,23.4811014"
"Πέρλια","Perlia","http://www.poros.com.gr/beaches/perlia/",\N,"Λεωφ. Λαμπράκη, Πόρος 180 20",\N,\N,"37.507948,23.4531101"
