name,days_hours_open,site,phone,email,address,category,latitude,longitude
"Το δεκαράκι της Δάφνης ","Saturday 9 AM - 1 AM\
Sunday 9 AM - 1 AM\
Monday 9 AM - 1 AM\
Tuesday 9 AM - 1 AM\
Wednesday CLOSED\
Thursday 4 PM - 1 AM\
Friday 4 PM - 1 AM\
","","21 0975 4567","","Δερβενακίων 26, 17235 Athens, Greece","Restaurants","37.9508265936","23.73539049"
"Verde papagalo korydallos ","Saturday 1 PM - 12:30 AM\
Sunday 1 PM - 12:30 AM\
Monday 1 PM - 12:30 AM\
Tuesday 1 PM - 12 AM\
Wednesday 6 PM - 12 AM\
Thursday 6 PM - 12 AM\
Friday 6 PM - 12 AM\
","","21 0496 0680","","Αβέρωφ 41 Κορυδαλλός, 18120 Athens, Greece","Restaurants","37.9728433","23.6531771"
"Κιβωτός, Ταβέρνα - Μεζεδοπωλείο ","","","21 0211 3944","","Ροΐλου 11, 11141 Galátsion, Greece","Restaurants","38.014713632628","23.743551969528"
"Ουζερί-Μεζεδοπωλείο Το Πυροφάνι ","Saturday 12 PM - 1 AM\
Sunday 12 PM - 1 AM\
Monday 12 PM - 1 AM\
Tuesday 12 PM - 6 PM\
Wednesday CLOSED\
Thursday 12 PM - 1 AM\
Friday 12 PM - 1 AM\
","","21 0262 7918","","Μαυρομιχάλη 40 Αγ.Αναργυροι, 13561 Athens, Greece","Restaurants","37.9791","23.72324"
"'' Κοτοπουλο '' \" Το Διαμάντι '' ","Saturday 11:30 AM - 11:30 PM\
Sunday 11:30 AM - 11:30 PM\
Monday 11:30 AM - 11:30 PM\
Tuesday 11 AM - 5 PM\
Wednesday 11:30 AM - 11:30 PM\
Thursday 11:30 AM - 11:30 PM\
Friday 11:30 AM - 11:30 PM\
","http://www.kotopoulatodiamanti.gr/","","","Δημητρίου Γούναρη 2, 16777 Athens, Greece","Restaurants","37.8950712","23.7610022"
"ΤΟ Απαιχτο Σαντουιτς ","Saturday 11 PM - 5 PM\
Sunday 11 PM - 5 PM\
Monday 11 AM - 4 PM\
Tuesday CLOSED\
Wednesday 11 PM - 5 PM\
Thursday 11 AM - 5 PM\
Friday 11 AM - 5 PM\
","","21 0803 5099","","22 Ιφιγενείας, 14122 Athens, Greece","Restaurants","38.048288543757","23.755219940012"
"VENTI Club-Restaurant - Dance & Night Club - Athens, Greece | Facebook - 341 Reviews - 798 Photos","Saturday 9 PM - 5 AM\
Sunday 9 PM - 5 AM\
Monday 9 PM - 5 AM\
Tuesday CLOSED\
Wednesday CLOSED\
Thursday CLOSED\
Friday CLOSED\
","http://www.venti.gr/contact.php?lang=1","21 0325 4504","","Λεπενιώτου 20 - Ψυρρή, 10557 Athens, Greece","Restaurants","37.97845","23.72255"
"Το παλιό ΤΡΑΜ ","","","21 0901 8384","","Ηλία Ηλίου 59 Νέος Κόσμος, 11744 Athens, Greece","Restaurants","37.957602522109","23.729500472546"
"Noodle Bar - Asian Fusion Restaurant | Facebook - 127 Reviews - 166 Photos","Saturday 11:30 AM - 12 AM\
Sunday 11:30 AM - 12 AM\
Monday 11:30 AM - 12 AM\
Tuesday 11:30 AM - 12 AM\
Wednesday 11:30 AM - 12 AM\
Thursday 11:30 AM - 12 AM\
Friday 11:30 AM - 12 AM\
","http://www.noodlebar.gr/","","info@noodlebar.gr","","Restaurants",\N,\N
"Το Κεμπάπ Της Πόλης ","Saturday 5 PM - 12 AM\
Sunday 5 PM - 12 AM\
Monday 5 PM - 12 AM\
Tuesday CLOSED\
Wednesday 5 PM - 12 AM\
Thursday 5 PM - 12 AM\
Friday 5 PM - 12 AM\
","","","","Γκινοσάτη 62, 144 52 Athens, Greece","Restaurants","38.063466434166","23.761137127876"
"Τα Ριζάκια - Athens, Greece | Facebook","","","21 0275 8493","","Ζωοδόχου Πηγής 11, 14234 Athens, Greece","Restaurants","38.037042825009","23.765802525478"
"Υδρούσσα Εδεσματοπωλείο ","Saturday 12:30 PM - 1 AM\
Sunday 12:30 PM - 1 AM\
Monday 12:30 PM - 1 AM\
Tuesday 12:30 PM - 6:30 PM\
Wednesday CLOSED\
Thursday 4:30 PM - 1 AM\
Friday 4:30 PM - 1 AM\
","http://www.ageri.com.gr/","21 0681 2520","ydroussagr@gmail.com","Αγ. Παρασκευής 56, Χαλάνδρι, 15232 Athens, Greece","Restaurants","38.02513","23.82036"
"Κωστας / Kostas","","","21 0322 8502","","Κωστας / Kostas","Restaurants","37.97499","23.73177"
"Rififi Restaurant ","","http://www.rififi-restaurant.gr/","","info@rififi-restaurant.gr","Emmanouil Benaki 69 & Valtetsiou, 10681 Athens, Greece","Restaurants","37.9860157","23.73535105"
"Ελία & Τσίπουρο ","Saturday 12:30 PM - 6:30 PM\
Sunday 12:30 PM - 6:30 PM\
Monday 12:30 PM - 5:30 PM\
Tuesday CLOSED\
Wednesday 12:30 PM - 6:30 PM\
Thursday 12:30 PM - 6:30 PM\
Friday 12:30 PM - 6:30 PM\
","http://elia.olympicbiz.com/","21 0338 8045","","Ζαλοκώστα 6, 106 71 Athens, Greece","Restaurants","37.977139927145","23.737036972858"
"24ωρο - Καλλιρρόης 47 ","","http://www.24wro.gr/","21 0924 0055","","Καλλιρρόης 47, Νέος Κόσμος, 11743 Athens, Greece","Restaurants","37.96393","23.72714"
"To Zebereki","","","21 0940 6044","","To Zebereki","Restaurants","37.950298136257","23.68151181319"
"Mikel Νέα Σμύρνη","","http://www.mikelcc.gr/stores/athina-6/","21 0937 0862","","Mikel Νέα Σμύρνη","Restaurants","37.9466083","23.7150449"
"Dr. Burger - Steakhouse & Bar ","Saturday 1 PM - 1 AM\
Sunday 1 PM - 1 AM\
Monday 1 PM - 1 AM\
Tuesday 1 PM - 1 AM\
Wednesday 4 PM - 1 AM\
Thursday 4 PM - 1 AM\
Friday 4 PM - 1 AM\
","","21 0681 2712","","Λεωφόρος Πεντέλης 116 - Leoforos Pentelis 116, 15234 Athens, Greece","Restaurants","38.0308911","23.8185026"
"Feyrouz ","Saturday 12 PM - 11 PM\
Sunday 12 PM - 11 PM\
Monday 12 PM - 11 PM\
Tuesday CLOSED\
Wednesday 12 PM - 10 PM\
Thursday 12 PM - 10 PM\
Friday 12 PM - 10 PM\
","http://www.feyrouz.gr/","21 3031 8060","feyrouzstreetfood@gmail.com","Καρόρη 23 & Αγάθωνος, 105 51 Athens, Greece","Restaurants","37.9781199","23.72775"
"ΛΑΙΚΟ ΜΕΖΕΔΟΚΑΦΕΝΕΙΟ ","Saturday 11 AM - 3 AM\
Sunday 11 AM - 3 AM\
Monday 11 AM - 3 AM\
Tuesday 9 AM - 3 AM\
Wednesday 9 AM - 3 AM\
Thursday 9 AM - 3 AM\
Friday 9 AM - 3 AM\
","","21 0777 1609","","Φαραντάτων 54 ,Γουδί, 11527 Athens, Greece","Restaurants","37.982223070761","23.764047246603"
"Άβακας θαλασσομαγειρέματα & τσιπουράδικο - Greek Restaurant - Athens, Greece | Facebook - 148 Reviews - 4,088 Photos","Saturday 12 PM - 1 AM\
Sunday 12 PM - 1 AM\
Monday 12 PM - 1 AM\
Tuesday 1 PM - 1 AM\
Wednesday 12 PM - 1 AM\
Thursday 12 PM - 1 AM\
Friday 12 PM - 1 AM\
","https://avakas.olympicbiz.com/","21 0621 7080","","Εντός σιδηροδρομικού σταθμού Αγίου Στεφάνου, 14565 Athens, Greece","Restaurants","38.14026952918","23.859543723297"
"Puttanesca ","Saturday 12 PM - 12 AM\
Sunday 12 PM - 12 AM\
Monday 12 PM - 12 AM\
Tuesday CLOSED\
Wednesday 12 PM - 12 AM\
Thursday 12 PM - 12 AM\
Friday 12 PM - 12 AM\
","https://www.instagram.com/puttanescagourmet","21 0381 0162","","Εμμανουήλ Μπενάκη 17, 10678 Athens, Greece","Restaurants","37.984018700002","23.731830899994"
"Quarter Pizza","Saturday 1 PM - 1 AM\
Sunday 1 PM - 1 AM\
Monday 1 PM - 1 AM\
Tuesday 1 PM - 1 AM\
Wednesday 1 PM - 1 AM\
Thursday 1 PM - 1 AM\
Friday 1 PM - 1 AM\
","","21 0581 0850","","Quarter Pizza","Restaurants","38.006936802","23.664261588"
"Atitamus","","","","","Atitamus","Restaurants","37.985990514318","23.732405061136"
"Tzatzos AE (Αρτος/Γλυκό/Καφέ/Μικρογεύματα - ","Saturday 6:30 AM - 11 PM\
Sunday 6:30 AM - 11 PM\
Monday 6:30 AM - 11 PM\
Tuesday 6:30 AM - 11 PM\
Wednesday 6:30 AM - 11 PM\
Thursday 6:30 AM - 11 PM\
Friday 6:30 AM - 11 PM\
","http://artopoiia-tzatzou.gr/","21 0923 1456","","Βεϊκου 43-45 κουκάκι, 11743 Athens, Greece","Restaurants","37.9660053","23.7258917"
"Falafel KING ","","http://www.falafelking.gr/","21 0321 0749","","Ναυάρχου Νικοδήμου 2, 105 57 Athens, Greece","Restaurants","37.97359","23.73349"
"Κύμα - Ταβέρνα Θαλασσινών ","Saturday 1 PM - 1 AM\
Sunday 1 PM - 1 AM\
Monday 1 PM - 1 AM\
Tuesday 1 PM - 1 AM\
Wednesday 1 PM - 12 PM\
Thursday 1 PM - 12 PM\
Friday 1 PM - 12 PM\
","http://www.kyma-korydallos.gr/","21 0495 7657","kyma.koridallos@gmail.com","Πόντου 20, ΚΟΡΥΔΑΛΛΟΣ, 18120 Athens, Greece","Restaurants","37.973517693336","23.651255888336"
"Τσιπουράδικο - Μεζεδοπωλείο Ο Λολος ","Saturday 8 AM - 3 AM\
Sunday 8 AM - 3 AM\
Monday 8 AM - 3 AM\
Tuesday 8 AM - 3 AM\
Wednesday 8 AM - 3 AM\
Thursday 8 AM - 3 AM\
Friday 8 AM - 3 AM\
","","21 0921 7266","","Γ. Ολυμπίου 5, Κουκάκι, 11741 Athens, Greece","Restaurants","37.96332","23.72177"
"Το Κουδουνακι","","","21 0323 6909","","Το Κουδουνακι","Restaurants","37.97773","23.72258"
"Ο Βλάσσης - Athens, Greece - Menu, Prices, Restaurant Reviews | Facebook","","http://OVLASSIS.GR/","21 1012 5263","","Φωκίωνος Νέγρη 47, Κυψέλη, 11361 Athens, Greece","Restaurants","38.00159","23.73921"
"East Pearl","","","21 0321 1218","","East Pearl","Restaurants","37.9748344","23.7329597"
"Πειναγραμμον","","","","","Πειναγραμμον","Restaurants","38.003606664026","23.721962345474"
"Content Not Found","","","","","","Restaurants",\N,\N
"Βενετσιανα Pizza Restaurant","","https://venetsiana.gr/","21 0252 2209","","Βενετσιανα Pizza Restaurant","Restaurants","38.033496264413","23.738345217055"
"RATKA","Saturday 9 PM - 2 AM\
Sunday 9 PM - 2 AM\
Monday 2 PM - 5 PM\
Tuesday CLOSED\
Wednesday 9 PM - 2 AM\
Thursday 9 PM - 2 AM\
Friday 9 PM - 2 AM\
","","","","RATKA","Restaurants","37.97832","23.74421"
"Butcher's Burger","","","21 0689 0500","","Butcher's Burger","Restaurants","38.0209376","23.7997554"
"Krasopenies","Saturday 9 PM - 6 AM\
Sunday 9 PM - 6 AM\
Monday 9 PM - 6 AM\
Tuesday 1 PM - 10 PM\
Wednesday CLOSED\
Thursday CLOSED\
Friday CLOSED\
","http://www.krasopenies.gr/","21 0996 0793","","Krasopenies","Restaurants","37.929197588831","23.755761881264"
"Raki Meze","","","21 0942 9027","","Raki Meze","Restaurants","37.94360214","23.684979312"
"Κουρσαρος, Δροσια","","","21 0813 6158","","Κουρσαρος, Δροσια","Restaurants","38.120166633368","23.858246719282"
"Kotili","","http://www.kotili.gr/","","","Kotili","Restaurants","37.975769861657","23.725115669996"
"Posto Gonia","","http://postogonia.gr/","21 0609 0830","","Posto Gonia","Restaurants","38.0087891","23.8254264"
"Nai\"crepes","","","","","Nai\"crepes","Restaurants","38.000125653","23.732884063"
"Παλια Αγορα Φιλοθεη","Saturday 7:30 AM - 2 AM\
Sunday 7:30 AM - 2 AM\
Monday 7:30 AM - 2 AM\
Tuesday 7:30 AM - 12 AM\
Wednesday 7:30 AM - 2 AM\
Thursday 7:30 AM - 2 AM\
Friday 7:30 AM - 2 AM\
","http://www.paliaagora.gr/","21 0683 7037","","Παλια Αγορα Φιλοθεη","Restaurants","38.023439701056","23.786372745153"
"Del Corso Espresso snack bar","","http://hotmail.com/","21 0251 1971","","Del Corso Espresso snack bar","Restaurants","38.034343254362","23.738023841393"
"Gourounakia Kifissia","","","21 0801 1093","","Gourounakia Kifissia","Restaurants","38.075039405726","23.812093849672"
"Τσι Τσι Αγ.παρασκευή","","","","","Τσι Τσι Αγ.παρασκευή","Restaurants","38.009377783333","23.824838333333"
"To Iasio","","","","","To Iasio","Restaurants","37.98838463","23.727132746"
"Rustique Espresso Bar","","","","","Rustique Espresso Bar","Restaurants","37.892710590529","23.764583022971"
"Οινομαγειρειο Ρακαδικο \"Η Κρητη\"","Saturday 12 PM - 12:30 AM\
Sunday 12 PM - 12:30 AM\
Monday 12 PM - 12:30 AM\
Tuesday 1 PM - 7 PM\
Wednesday 12 PM - 12:30 AM\
Thursday 12 PM - 12:30 AM\
Friday 12 PM - 12:30 AM\
","","21 0382 6998","","Οινομαγειρειο Ρακαδικο \"Η Κρητη\"","Restaurants","37.985431090308","23.730962650192"
"Orizontes Lycabettus","","http://www.orizonteslycabettus.gr/","","","Orizontes Lycabettus","Restaurants","37.9817663","23.7433988"
"Mc Donald's Syntagma Square Athens","","http://www.mcdonalds.gr/","21 0322 5984","","Mc Donald's Syntagma Square Athens","Restaurants","37.975828039716","23.733783602605"
"Ο κηπος του μουσειου","","","21 0881 0777","","Ο κηπος του μουσειου","Restaurants","37.989460171141","23.731080160343"
"Gazi College","","","21 0342 2112","","Gazi College","Restaurants","37.97852","23.7107"
"Ο Ελβις","","","21 0345 5836","","Ο Ελβις","Restaurants","37.981341389269","23.716335486918"
"Μαυροπιπερο","Saturday 1 PM - 12:30 AM\
Sunday 1 PM - 12:30 AM\
Monday 1 PM - 12:30 AM\
Tuesday 1 PM - 12:30 AM\
Wednesday CLOSED\
Thursday 1 PM - 12:30 AM\
Friday 1 PM - 12:30 AM\
","http://www.delivery.gr/%CE%91%CE%B8%CE%AE%CE%BD%CE%B1/%CE%86%CE%B3%CE%B9%CE%BF%CF%82%20%CE%94%CE%B7%CE%BC%CE%AE%CF%84%CF%81%CE%B9%CE%BF%CF%82/3444-%CE%9C%CE%B1%CF%85%CF%81%CE%BF%CF%80%CE%AF%CF%80%CE%B5%CF%81%CE%BF.html#.VPdFd3ysWZ8","","","Μαυροπιπερο","Restaurants","37.94004971477","23.735936539437"
"Restaurant Tetri Game","","https://ok.ru/profile/565268218252","","","Restaurant Tetri Game","Restaurants","37.993693453944","23.729617291174"
"Piperia","","","","","Piperia","Restaurants","38.000175403309","23.773217787565"
"Soureti Cafe","Saturday 7 AM - 1 AM\
Sunday 7 AM - 1 AM\
Monday 7 AM - 1 AM\
Tuesday 7 AM - 1 AM\
Wednesday 7 AM - 1 AM\
Thursday 7 AM - 1 AM\
Friday 7 AM - 1 AM\
","","","soureti.cafe@gmail.com","Soureti Cafe","Restaurants","37.993006810215","23.730003507789"
"Ρακάκι","Saturday 12:30 PM - 2 AM\
Sunday 12:30 PM - 2 AM\
Monday 12:30 PM - 2 AM\
Tuesday 12:30 PM - 1 AM\
Wednesday 1:30 PM - 1:30 AM\
Thursday 1:30 PM - 1:30 AM\
Friday 1:30 PM - 1:30 AM\
","http://www.rakaki.gr/","21 0723 7457","","Ρακάκι","Restaurants","37.968740134075","23.758959461558"
"Mc Donalds","","","","","Mc Donalds","Restaurants","37.93030037348","23.709735425764"
"McDonald's","","http://mcdonalds.gr/","","","McDonald's","Restaurants","38.01569","23.79123"
"Friday's - Marina Floisvou","","https://www.fridays.gr/restaurants/marina-floisvou/","","","Friday's - Marina Floisvou","Restaurants","37.931055626717","23.68555606444"
"Hard Rock Cafe","","http://www.hardrock.com/","21 0325 2758","athens_sales@hardrockcafe.com.gr","Hard Rock Cafe","Restaurants","37.973193801749","23.733663235092"
"La Pasteria Athens Metro Mall","","http://www.lapasteria.gr/","21 0975 1940","","La Pasteria Athens Metro Mall","Restaurants","37.939222363","23.739953728357"
"Πλατεια Μεμου Peper Moon","","","21 0497 4886","","Πλατεια Μεμου Peper Moon","Restaurants","37.975322348909","23.65591728604"
"Καμπεθόν","","","21 5550 6414","","Καμπεθόν","Restaurants","37.980123982353","23.715180215882"
"Status Point of View","Saturday 10 AM - 1 AM\
Sunday 10 AM - 1 AM\
Monday 10 AM - 1 AM\
Tuesday 10 AM - 1 AM\
Wednesday 10 AM - 1 AM\
Thursday 10 AM - 1 AM\
Friday 10 AM - 1 AM\
","","","","Status Point of View","Restaurants","37.975692664668","23.730768982001"
"Γεύσεις Καλλιθέας ","Saturday 12 PM - 1 AM\
Sunday 12 PM - 1 AM\
Monday 12 PM - 1 AM\
Tuesday 12 PM - 1 AM\
Wednesday 12 PM - 1 AM\
Thursday 12 PM - 1 AM\
Friday 12 PM - 1 AM\
","http://www.gefseiskallitheas.gr/","21 0951 3215","info@gefseiskallitheas.gr","106 Λασκαρίδου, Καλλιθέα, 176 76 Athens, Greece","Restaurants","37.957656760476","23.700465816667"
"Pit Cafe","","","21 0361 5969","","Pit Cafe","Restaurants","37.977121475861","23.739770632785"
"Σκαντζόχοιρος ","","","21 1405 4022","","Μακεδονομάχου Πραντούνα 38 & Λυμπεροπούλου, 11525 Athens, Greece","Restaurants","37.996824727447","23.773245170177"
"Espresso Room At the Mall ","","https://themallathens.gr/gre/katastimata/325-flocafe","21 0610 7350","","15122 Athens, Greece","Restaurants","38.044213975406","23.789959191456"
"Matilde Pizza Bar ","","http://www.matildepizzabar.com/","21 0671 6803","info@matildepizzabar.com","Perikleous 7 street, N. Psihiko, 154 51 Athens, Greece","Restaurants",\N,\N
"Ο ΠΑΝΤΕΛΗΣ ","","http://www.everest.gr/","21 0682 0036","","Λ.Πεντελης 125,Χαλανδρι, 15834 Athens, Greece","Restaurants","38.031317217733","23.817921931363"
"Ενα Στα Ορθια ","Saturday 12 PM - 1 AM\
Sunday 12 PM - 1 AM\
Monday 12 PM - 1 AM\
Tuesday 5 PM - 1 AM\
Wednesday 12 PM - 1 AM\
Thursday 12 PM - 1 AM\
Friday 12 PM - 1 AM\
","","21 0514 4705","","Σεπολίων 74, 10443 Athens, Greece","Restaurants","38.00105607231","23.719686567694"
"Ψητοπωλείο ''Το Τέλειον'' από το 1985 ","Saturday 5 PM - 1 AM\
Sunday 5 PM - 1 AM\
Monday 5 PM - 1 AM\
Tuesday CLOSED\
Wednesday 5 PM - 1 AM\
Thursday 5 PM - 1 AM\
Friday 5 PM - 1 AM\
","","","","Πλαπουτα 24, Ηράκλειο Αττικής, 14122 Athens, Greece","Restaurants","38.058901999853","23.776748124534"
"ΠΟΙΟΤΗΤΑ ΠΑΛΙΑΚΗΣ - Greek Restaurant - Athens, Greece | Facebook - 115 Reviews - 61 Photos","Saturday 12 PM - 12:30 AM\
Sunday 12 PM - 12:30 AM\
Monday 12 PM - 12:30 AM\
Tuesday 12 PM - 12:30 AM\
Wednesday 12 PM - 12:30 AM\
Thursday 12 PM - 12:30 AM\
Friday 12 PM - 12:30 AM\
","http://www.paliakis.gr/","21 0701 0022","","ΠΛΑΤΕΙΑ ΒΑΡΝΑΒΑ 11, 11635 Athens, Greece","Restaurants","37.96591","23.7438"
"Λέσχη Αξιωματικών Ενόπλων Δυνάμεων","","","","","Λέσχη Αξιωματικών Ενόπλων Δυνάμεων","Restaurants","37.97485573947","23.743201564529"
"Ψαράδες","","http://www.psaradesresto.gr/","21 0941 4888","","Ψαράδες","Restaurants","37.936456923945","23.699123335719"
"The ODEON bistro ","","","","","","Restaurants","37.977842","23.7363924"
"TGI Friday's @ Athens Metro Mall","","http://www.athensmetromall.gr/en/dining/katigoria/?s=5&id=25","21 0971 7223","metromall@fridays.gr","TGI Friday's @ Athens Metro Mall","Restaurants","37.939444065898","23.739777796439"
"ΜΕΖΕΔΟΠΟΛΙΣ ","Saturday 9 PM - 5 AM\
Sunday 9 PM - 5 AM\
Monday 9 PM - 5 AM\
Tuesday 1 PM - 10 PM\
Wednesday CLOSED\
Thursday CLOSED\
Friday CLOSED\
","http://www.taladadika.gr/","21 2214 1414","","Πειραιώς 69 Αθήνα, 10553 Athens, Greece","Restaurants","37.9785504","23.7100747"
"ΤΟ ΣΠΙΤΙΚΟ ΦΑΓΗΤΟ ","Saturday 9 AM - 6 PM\
Sunday 9 AM - 6 PM\
Monday 9 AM - 6 PM\
Tuesday CLOSED\
Wednesday 9 AM - 6 PM\
Thursday 9 AM - 6 PM\
Friday 9 AM - 6 PM\
","http://www.to-spitiko-fagito.gr/","21 0778 5543","","ΔΑΣΚΑΛΑΚΗ 10, 115 26 Athens, Greece","Restaurants","37.9891874","23.7651712"
"God Bless Burger ","","","21 0240 0259","","Οδυσσέως 20 Αχαρναί, 13674 Athens, Greece","Restaurants",\N,\N
"Το κανταράκι - μουσικό μεζεδοπωλείο - ","Saturday 10 PM - 4:30 AM\
Sunday 10 PM - 4:30 AM\
Monday 10 PM - 4:30 AM\
Tuesday 10 PM - 4:30 AM\
Wednesday CLOSED\
Thursday CLOSED\
Friday CLOSED\
","","697 471 1294","","Γ.Αργύρη 66 και Λεωφόρος Αμαρουσίου, Λυκόβρυση, 14123 Athens, Greece","Restaurants","38.061219466732","23.784091472626"
"Μπαρμπα Δημος ","Saturday 11:30 AM - 5:30 PM\
Sunday 11:30 AM - 5:30 PM\
Monday 11:30 AM - 5:30 PM\
Tuesday CLOSED\
Wednesday 11:30 AM - 5:30 PM\
Thursday 11:30 AM - 5:30 PM\
Friday 11:30 AM - 5:30 PM\
","http://www.mparmpadimos.webs.com/","21 0956 2610","zaxos@ath.forthnet.gr","Davaki 39, 176 72 Kallithéa, Greece","Restaurants","37.993863654459","23.769490168138"
"Θρακοψωμο - Greek Restaurant - Athens, Greece | Facebook - 26 Reviews - 28 Photos","Saturday 12 PM - 12 AM\
Sunday 12 PM - 12 AM\
Monday 12 PM - 12 AM\
Tuesday 12 PM - 12 AM\
Wednesday 12 PM - 12 AM\
Thursday 12 PM - 12 AM\
Friday 12 PM - 12 AM\
","","21 0609 0200","giannikopoulosk@yahoo.gr","Ηρακλείτου 97-99 , Πάτημα Χαλανδρίου, 15235 Athens, Greece","Restaurants","38.03032","23.84485"
"Κήπος: The Garden Cafe ","","http://www.gardencafe.gr/","21 0532 4792","khposthegardencafe@gmail.com","Ιερά Οδός 403 - Χαϊδάρι, 124 61 Athens, Greece","Restaurants","38.010929156666","23.642460416265"
"Σεφερτο","","","","","Σεφερτο","Restaurants","37.989316278792","23.758956251821"
"Goloso Ristorante-Pizzeria Αχαρνές - Athens, Greece - Menu, Prices, Restaurant Reviews | Facebook","","http://www.goloso.gr/","21 0240 5015","","Αγίου Ελευθερίου 18 Αχαρνές, 13671 Athens, Greece","Restaurants","38.094707740175","23.739477140175"
"Μπουμπης Γκαζι","","","","","Μπουμπης Γκαζι","Restaurants","37.9781595","23.7117356"
"Γουδιωτικο Τσιπουραδικο","Saturday 11 AM - 2 PM\
Sunday 11 AM - 2 PM\
Monday 11 AM - 2 PM\
Tuesday 11 AM - 2 PM\
Wednesday 11 AM - 2 PM\
Thursday 11 AM - 2 AM\
Friday 11 AM - 2 PM\
","","21 0779 0766","","Γουδιωτικο Τσιπουραδικο","Restaurants","37.981186350636","23.767687610996"
"Coyote's Run Food ","Saturday 1 PM - 1 AM\
Sunday 1 PM - 1 AM\
Monday 1 PM - 1 AM\
Tuesday 1 PM - 1 AM\
Wednesday 1 PM - 1 AM\
Thursday 1 PM - 1 AM\
Friday 1 PM - 1 AM\
","http://www.e-food.gr/delivery/peristeri/coyotes-run-food","21 0576 6556","info@coyotes.gr","Emiliou Veaki 36, 121 34 Athens, Greece","Restaurants","38.011751822351","23.693722486496"
"King coffee snack - Athens, Greece | Facebook","","","21 3043 5321","","ΓΟΥΝΑΡΗ 10 ΚΑΙ ΜΠΟΥΜΠΟΥΛΙΝΑΣ 2,ΚΑΜΑΤΕΡΟ, 13451 Athens, Greece","Restaurants","38.049471637802","23.727895289982"
"Cosmic bros ","Saturday 7 AM - 1 PM\
Sunday 7 AM - 1 PM\
Monday 7 AM - 3 PM\
Tuesday 7 AM - 1 PM\
Wednesday 6 AM - 7 PM\
Thursday 6 AM - 7 PM\
Friday 6 AM - 7 PM\
","http://www.cosmicbros.gr/","21 0689 9081","e_kosmidis@yahoo.gr","Αττικής 19 ,  Βριλήσσια , Αττική, 15235 Athens, Greece","Restaurants","38.03041","23.82614"
"Lunch Hall ","Saturday 6 AM - 7 PM\
Sunday 6 AM - 7 PM\
Monday 6 AM - 4 PM\
Tuesday CLOSED\
Wednesday 6 AM - 7 PM\
Thursday 6 AM - 7 PM\
Friday 6 AM - 7 PM\
","","","","ΑΘΗΝΑ, ΚΑΛΛΙΡΡΟΗΣ 39 ΝΕΟΣ ΚΟΣΜΟΣ 11743","Restaurants","37.9628","23.72931"
"ΚΑΛΩΣ ΤΟΥΣ ΜΑΣ ","Saturday 11:30 AM - 3:30 AM\
Sunday 11:30 AM - 3:30 AM\
Monday 11:30 AM - 3:30 AM\
Tuesday 11:30 AM - 2 AM\
Wednesday 11:30 AM - 2 AM\
Thursday 11:30 AM - 2 AM\
Friday 11:30 AM - 2 AM\
","https://www.kalostousmas.gr/","21 0725 5211","","ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ 56, 11528 Athens, Greece","Restaurants","37.97746","23.75568"
"Gioti restaurant ","","","21 0522 0118","","megalou alexandrou 1, 10437 Athens, Greece","Restaurants","37.98492","23.72194"
"Φαγοποτείο ","Saturday 12 PM - 1 AM\
Sunday 12 PM - 1 AM\
Monday 12 PM - 1 AM\
Tuesday 12 PM - 1 AM\
Wednesday 12 PM - 1 AM\
Thursday 12 PM - 1 AM\
Friday 12 PM - 1 AM\
","","21 0725 1771","","ΠΑΤΡΙΑΡΧΟΥ ΙΩΑΚΕΙΜ 56, 10676 Athens, Greece","Restaurants","37.97831","23.74574"
"Ονείρων Γεύσεις ","Saturday 12 PM - 12 AM\
Sunday 12 PM - 12 AM\
Monday 12 PM - 12 AM\
Tuesday CLOSED\
Wednesday 12 PM - 12 AM\
Thursday 12 PM - 12 AM\
Friday 12 PM - 12 AM\
","","21 0777 7461","","Σινώπης 8, 11527 Athens, Greece","Restaurants","37.9840711","23.761293"
"Καλαμοποίηση ","Saturday 1 PM - 12:01 AM\
Sunday 1 PM - 12:01 AM\
Monday 1 PM - 12:01 AM\
Tuesday CLOSED\
Wednesday 1 PM - 12:01 AM\
Thursday 1 PM - 12:01 AM\
Friday 1 PM - 12:01 AM\
","","21 0347 1156","","Κοίλης 15, 11852 Athens, Greece","Restaurants","37.96652","23.70983"
"CoffeeLab ","Saturday 7 AM - 9 PM\
Sunday 7 AM - 9 PM\
Monday 7 AM - 9 PM\
Tuesday 8 AM - 9 PM\
Wednesday 6 AM - 9 PM\
Thursday 6 AM - 9 PM\
Friday 6 AM - 9 PM\
","http://www.coffeelab.gr/","21 0342 5000","","Χαμοστέρνας 6, 11853 Athens, Greece","Restaurants","37.9650899","23.70589"
"Best Grill Delivery - 2 Photos - 11 Reviews - Fast Food Restaurant - statigou kallari 12, 111 45 Athens, Greece","Saturday 11:30 AM - 1 AM\
Sunday 11:30 AM - 1 AM\
Monday 11:30 AM - 1 AM\
Tuesday 11:30 AM - 1 AM\
Wednesday 11:30 AM - 1 AM\
Thursday 11:30 AM - 1 AM\
Friday 11:30 AM - 1 AM\
","","21 3025 2525","","statigou kallari 12, 111 45 Athens, Greece","Restaurants","38.01267","23.7261099"
"Lalibella","","","21 0865 2495","","Lalibella","Restaurants","38.00765","23.73713"
