name_gr,name_en,categories,address,phone,url
"Αθηναϊκόν Εστιατόριο","Αθηναϊκόν Εστιατόριο","€€ - €€€ Ελληνική Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","Μητροπόλεως 34 Αθήνα 105 63,  Ελλάδα ","+30 21 0325 2688","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1045564-Reviews-Athinaikon_Restaurant-Athens_Attica.html"
"Ο Κώστας","Ο Κώστας","€ Φαστ φουντ Μεσογειακή Ελληνική ","Πεντέλης 5 Σύνταγμα Αθήνα 10560,  Ελλάδα ","+30 21 0322 8502","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1092578-Reviews-O_Kostas-Athens_Attica.html"
"Just Pizza","Just Pizza","€ Ιταλική Πίτσα Φαστ φουντ ","Mouskou 21, Zografou Αθήνα 15771,  Ελλάδα ","+30 21 0747 0909","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6416270-Reviews-Just_Pizza-Athens_Attica.html"
"Μυλόλιθος","Μυλόλιθος","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Πανόρμου 20 Αθήνα 115 23,  Ελλάδα ","+30 21 0646 5731","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6673096-Reviews-Mylolithos-Athens_Attica.html"
"Κυβέλη","Κυβέλη","€€ - €€€ Ελληνική Μεσογειακή Κατάλληλο για χορτοφάγους ","Επτανήσου 15 Πλατεία Αγίου Γεωργίου, Κυψέλη Αθήνα 112 57,  Ελλάδα ","+30 21 0821 9406","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10390105-Reviews-Kiveli-Athens_Attica.html"
"Νεοκλασσικο","Νεοκλασσικο","€ Φαστ φουντ Μεσογειακή Ελληνική ","Καραγιωργη Σερβιας 20 & Λεκκα Συνταγμα Αθήνα,  Ελλάδα ","+30 21 0331 8810","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4063605-Reviews-Neoklassiko-Athens_Attica.html"
"Filema Restaurant","Filema Restaurant","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Ρόμβης 16 Near Syntagma Square Αθήνα 105 62,  Ελλάδα ","+30 21 0325 0222","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3728594-Reviews-Filema_Restaurant-Athens_Attica.html"
"Κανέλλα","Κανέλλα","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Κωνσταντινουπόλεως 70 & Ευμολπιδών, Γκάζι Αθήνα 11854,  Ελλάδα ","+30 21 0347 6320","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d794340-Reviews-Kanella-Athens_Attica.html"
"Εξ Αρχής Γευματοπωλείο","Εξ Αρχής Γευματοπωλείο","€ Μεσογειακή Ελληνική ","Θεμιστοκλέους 78 & Βαλτετσίου Αθήνα 10679,  Ελλάδα ","+30 21 0380 2274","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4578179-Reviews-Exarhis-Athens_Attica.html"
"Olive Garden","Olive Garden","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Οδ. Πανεπιστημίου 52 Αθήνα 10678,  Ελλάδα ","+30 21 0332 6000","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1898490-Reviews-Olive_Garden-Athens_Attica.html"
"Just Pita","Just Pita","€ Φαστ φουντ Μεσογειακή Ελληνική ","18 Athinas Karamanou square Αθήνα 105 51,  Ελλάδα ","+30 21 0321 1101","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10080710-Reviews-Just_Pita-Athens_Attica.html"
"Δια Ταύτα","Δια Ταύτα","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Αδριανού 37 Μοναστηράκι Αθήνα 105 55,  Ελλάδα ","+30 21 0321 2347","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1007962-Reviews-Dia_Tafta-Athens_Attica.html"
"By The Glass wine bar & bistrot","By The Glass wine bar & bistrot","€€ - €€€ Διεθνής Ελληνική ","Γιώργος Σούρης 3 & Φιλελλήνων Αθήνα 10557,  Ελλάδα ","+30 21 0323 2560","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3825081-Reviews-By_The_Glass_wine_bar_bistrot-Athens_Attica.html"
"The James Joyce","The James Joyce","€€ - €€€ Ιρλανδική Ευρωπαϊκή ","Άστιγγος 12 Θησείο Αθήνα 105 55,  Ελλάδα ","+30 21 0323 5055","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d2661414-Reviews-The_James_Joyce-Athens_Attica.html"
"Mono Restaurant","Mono Restaurant","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Mpenizelou Palaiologou 4C Plaka Αθήνα,  Ελλάδα ","+30 21 0322 6711","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d2275336-Reviews-Mono_Restaurant-Athens_Attica.html"
"Αιόλου 68","Αιόλου 68","€€ - €€€ Θαλασσινά Μεσογειακή Ευρωπαϊκή ","Αιόλου 68α Αθήνα 105 59,  Ελλάδα ","+30 21 0324 7925","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d9819228-Reviews-Aiolou_68-Athens_Attica.html"
"If Espresso Bar","If Espresso Bar","€€ - €€€ Διεθνής Ελληνική ","Πλατεία Τσώκρη 1 Very close to Acropolis subway station Αθήνα 11743,  Ελλάδα ","+30 21 0921 0400","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d12849757-Reviews-If_Espresso_Bar-Athens_Attica.html"
"Το Παραδοσιακό (Ευγενία)","Το Παραδοσιακό (Ευγενία)","€ Θαλασσινά Μεσογειακή Ελληνική ","44A Voulis Plaka Αθήνα,  Ελλάδα ","+30 21 0321 4121","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1789154-Reviews-To_Paradosiako_Evgenia-Athens_Attica.html"
"Κοροβα","Κοροβα","€ Μεσογειακή Kαφέ ","Κεραμεικού 93-95 Αθήνα 104 35,  Ελλάδα ","+30 21 3030 1210","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6603006-Reviews-Korova-Athens_Attica.html"
"Margot","Margot","€€ - €€€ Ιταλική Μεσογειακή Πίτσα ","Αγίου Γεωργίου 28 Αθήνα 15234,  Ελλάδα ","+30 21 6800 9600","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d15207836-Reviews-Margot-Athens_Attica.html"
"Old School - The Food Project","Old School - The Food Project","€€ - €€€ Διεθνής Μεσογειακή ","Μακρυγιάννη  19-21 Αθήνα 117 42,  Ελλάδα ","+30 21 0922 4070","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d14406700-Reviews-Old_School_The_Food_Project-Athens_Attica.html"
"GH Attikos Restaurant","GH Attikos Restaurant","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Γαριβάλδη 7 Ακρόπολη Αθήνα 117 42,  Ελλάδα ","+30 21 0921 5256","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d695906-Reviews-GH_Attikos_Restaurant-Athens_Attica.html"
"Το Όμορφο","Το Όμορφο","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Ξενοκράτους 50 Αθήνα 10676,  Ελλάδα ","+30 21 0722 6830","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d5074193-Reviews-To_Omorfo-Athens_Attica.html"
"Heteroclito Wine Bar","Heteroclito Wine Bar","€€ - €€€ Ελληνική ","2 Fokionos Αθήνα 105 63,  Ελλάδα ","+30 21 0323 9406","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6404043-Reviews-Heteroclito_Wine_Bar-Athens_Attica.html"
"Ροζαλία","Ροζαλία","€€ - €€€ Υγιεινή Κατάλληλο για χορτοφάγους ","Βαλτετσίου 59 Πλατεία Εξάρχεια Αθήνα 10681,  Ελλάδα ","+30 21 0330 2933","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d814501-Reviews-Rozalia-Athens_Attica.html"
"Ο Σταθμός Ψητοπωλείο","Ο Σταθμός Ψητοπωλείο","€ Ελληνική Φαστ φουντ ","Σάμου 72 Έξοδος Μετρο Σταθμος Λαρισης Αθήνα 104 39,  Ελλάδα ","+30 21 0822 0120","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10229495-Reviews-The_Station_Gyros_Souvlaki_Coffee-Athens_Attica.html"
"360 Degrees","360 Degrees","€€ - €€€ Kαφέ Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","Ηφαίστου 2 Μοναστηράκι Αθήνα 105 55,  Ελλάδα ","+30 21 0321 0006","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3694462-Reviews-360_Degrees-Athens_Attica.html"
"Ακορντεον ","Ακορντεον ","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Χριστοκοπιδου 7 Ψυρρη Αθήνα 105 54,  Ελλάδα ","+30 21 0325 3703","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6681127-Reviews-Akordeon-Athens_Attica.html"
"Μιγάδα","Μιγάδα","€€ - €€€ Μεξικάνικη Ινδική Ασιατική ","Πραξιτέλους 6 Αθήνα 10561,  Ελλάδα ","+30 21 0331 6488","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d15635368-Reviews-Migada-Athens_Attica.html"
"Kalamaki Kolonaki","Kalamaki Kolonaki","€ Μεσογειακή Μπάρμπεκιου Ελληνική ","Ploutarchou 32 Kolonaki Αθήνα,  Ελλάδα ","+30 21 0721 8800","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3324168-Reviews-Kalamaki_Kolonaki-Athens_Attica.html"
"Tazza","Tazza","€€ - €€€ Μεσογειακή Ευρωπαϊκή ","Πετράκη 5 & Πεντέλης 9 Αθήνα 105 63,  Ελλάδα ","+30 21 0331 1999","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7806282-Reviews-Tazza-Athens_Attica.html"
"Μυρτια","Μυρτια","€€ - €€€ Μεσογειακή Μπάρμπεκιου Ελληνική ","Αιδινιου 55 Αθήνα 171 22,  Ελλάδα ","+30 21 0937 0708","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d945682-Reviews-Myrtia-Athens_Attica.html"
"Hytra","Hytra","€€€€ Ελληνική Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","Λεωφόρος Σιγρού 107-109 Αθήνα 117 45,  Ελλάδα ","+30 21 0331 6767","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3709153-Reviews-Hytra-Athens_Attica.html"
"Σκουμπρί ","Σκουμπρί ","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","18 Δρακου Koukaki Αθήνα 117 42,  Ελλάδα ","+30 21 0921 0994","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6153959-Reviews-Skoumbri-Athens_Attica.html"
"Moma Rest & Cafe","Moma Rest & Cafe","€€ - €€€ Kαφέ Μεσογειακή Ελληνική ","29 Adrianou Αθήνα 105 55,  Ελλάδα ","+30 21 0321 1233","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3382820-Reviews-Moma_Rest_Cafe-Athens_Attica.html"
"Διόνυσος Zonar's","Διόνυσος Zonar's","€€€€ Θαλασσινά Μεσογειακή Ευρωπαϊκή ","Ροβέρτου Γκάλλι 43 Αθήνα 117 43,  Ελλάδα ","+30 21 0923 3182","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1061815-Reviews-Dionysos_Zonar_s-Athens_Attica.html"
"Smile Cafe Restaurant","Smile Cafe Restaurant","€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","24 Syngrou Avenue Tsokri Park 1 - Makrigianni area Αθήνα 11742,  Ελλάδα ","+30 21 0921 8911","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1902225-Reviews-Smile_Cafe_Restaurant-Athens_Attica.html"
"Minnie The Moocher - Bar","Minnie The Moocher - Bar","€€ - €€€ Ευρωπαϊκή ","Τσακάλωφ 6 Πλατεία Κολωνακίου Αθήνα 106 73,  Ελλάδα ","+30 21 0364 1686","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4840484-Reviews-Minnie_The_Moocher_Bar-Athens_Attica.html"
"Vezene","Vezene","€€€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Βρασίδα 11 Αθήνα 11528,  Ελλάδα ","+30 21 0723 2002","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d2166597-Reviews-Vezene-Athens_Attica.html"
"Μελίλωτος","Μελίλωτος","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Καλαμιώτου 19 Αθήνα 105 60,  Ελλάδα ","+30 21 0322 2458","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d2369060-Reviews-Melilotos-Athens_Attica.html"
"Ραδιουργιες","Ραδιουργιες","€ Ελληνική Μεσογειακή Ευρωπαϊκή ","Κοιλης 33 Ανω Πετραλωνα Αθήνα 118 52,  Ελλάδα ","+30 21 1012 1426","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d7810967-Reviews-Radiourgies-Athens_Attica.html"
"Streetwok","Streetwok","€ Φαστ φουντ Ασιατική Κινέζικη ","Πανορμου 115 Αθήνα 115 24,  Ελλάδα ","+30 21 0691 1818","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d6513977-Reviews-Streetwok-Athens_Attica.html"
"Βεντήρη Roast House","Βεντήρη Roast House","€€ - €€€ Μεσογειακή Ψητοπωλείο ","Βεντήρη  5 Hilton, Ιλίσια Αθήνα 11528,  Ελλάδα ","+30 21 0729 5491","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d12492775-Reviews-Ventiri_Roast_House-Athens_Attica.html"
"Ταβέρνα του Ψυρρή","Ταβέρνα του Ψυρρή","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Αισχύλου, 12 Ψυρρή Αθήνα 105 54,  Ελλάδα ","+30 21 0321 4923","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d1503450-Reviews-Taverna_Tou_Psirri-Athens_Attica.html"
"ΞΕΝΙΟΣ ΖΕΥΣ","ΞΕΝΙΟΣ ΖΕΥΣ","€€ - €€€ Μεσογειακή Ελληνική Κατάλληλο για χορτοφάγους ","Μνησικλέους 37 Πλάκα Αναφιώτικα Αθήνα 10556,  Ελλάδα ","+30 21 0324 9514","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4428621-Reviews-Xenios_Zeus-Athens_Attica.html"
"Odori Vermuteria Di Atene","Odori Vermuteria Di Atene","€€ - €€€ Ιταλική Πίτσα ","Σκουλενιου 2 Αθήνα 10561,  Ελλάδα ","+30 21 0331 4674","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10381373-Reviews-Odori_Vermuteria_Di_Atene-Athens_Attica.html"
"Βάρκα","Βάρκα","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Ιοφώντος 31 Πλατεία Κάραβελ, Παγκράτι Αθήνα 116 34,  Ελλάδα ","+30 21 0725 8826","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10543601-Reviews-Varka-Athens_Attica.html"
"Gyristroula","Gyristroula","€ Φαστ φουντ Μεσογειακή Ελληνική ","Square Asomaton 9 & Andrianou Αθήνα,  Ελλάδα ","+30 21 0321 1966","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3569773-Reviews-Gyristroula-Athens_Attica.html"
"Mystic","Mystic","€ Υγιεινή Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","Εμμανουηλ Μπενακη 76 Αθήνα 10681,  Ελλάδα ","+30 21 0383 9500","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4067862-Reviews-Mystic-Athens_Attica.html"
"Cupola","Cupola","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","Eυφορίωνος 13 Αθήνα 11635,  Ελλάδα ","+30 21 1411 7444","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d12163229-Reviews-Cupola-Athens_Attica.html"
"The Zillers","The Zillers","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Μητροπόλεως 54 Αθήνα 10563,  Ελλάδα ","+30 21 0322 2277","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10304175-Reviews-The_Zillers-Athens_Attica.html"
"IT restaurant","IT restaurant","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Σκουφά 29, Κολωνάκι Αθήνα 106 73,  Ελλάδα ","+30 21 0363 5773","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d5568146-Reviews-IT_restaurant-Athens_Attica.html"
"Μικρα Ασια","Μικρα Ασια","€ Τουρκική Ελληνική Μέσης Ανατολής ","Μοσχονησιων 20 Μοσχονησιων & θηρας Αθήνα 112 52,  Ελλάδα ","+30 21 0864 4698","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d3709018-Reviews-Mikra_Asia-Athens_Attica.html"
"Μόντακιου","Μόντακιου","€ Kαφέ Φαστ φουντ Κατάλληλο για χορτοφάγους ","Σταδίου 30 Στοά Κοραή Αθήνα 10564,  Ελλάδα ","+30 21 0331 6500","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d12495424-Reviews-Montakioy-Athens_Attica.html"
"Ergon","Ergon","€€ - €€€ Μεσογειακή Ελληνική Ευρωπαϊκή ","Μητροπόλεως 26 Αθήνα 105 63,  Ελλάδα ","+30 231 028 4224","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d10472648-Reviews-Ergon-Athens_Attica.html"
"Άθηναι Bistrot","Άθηναι Bistrot","€€ - €€€ Μεσογειακή Ευρωπαϊκή Ελληνική ","Μακρυγιάννη 3 Αθήνα 117 42,  Ελλάδα ","+30 21 0922 9210","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d4752196-Reviews-Athina_Bistrot-Athens_Attica.html"
"Novagea","Novagea","€ Υγιεινή Κατάλληλο για χορτοφάγους Επιλογές βίγκαν ","Βύρωνος 6 Αθήνα 105 58,  Ελλάδα ","+30 21 1401 7427","https://www.tripadvisor.com.gr/Restaurant_Review-g189400-d8505067-Reviews-Novagea-Athens_Attica.html"
